chr	start	end	num_snp	k	local_h2g	var	se	z	p
3	35283458	36486842	1927	50	5.0055e-05	1.1789e-08	0.00010858	0.46101	0.3224
3	36486842	38356116	2329	50	4.739e-05	1.6783e-08	0.00012955	0.36581	0.35725
3	38356116	40221298	3008	50	0.00012267	1.7749e-08	0.00013323	0.92077	0.17858
3	40221298	41064528	694	38	6.4023e-05	6.1588e-09	7.8478e-05	0.81581	0.20731
3	41064528	42540002	2646	50	0.00011386	1.8282e-08	0.00013521	0.84211	0.19986
3	42540002	45165153	2986	50	0.00040636	2.2233e-08	0.00014911	2.7253	0.0032123
3	45165153	46657500	2847	50	0.00025645	1.9475e-08	0.00013955	1.8377	0.033056
3	46657500	47727212	831	37	0.00017922	9.7817e-09	9.8903e-05	1.8121	0.034984
3	47727212	49316972	943	33	0.00049361	1.4249e-08	0.00011937	4.1351	1.7741e-05
3	49316972	51832015	1978	48	0.00077509	2.3955e-08	0.00015477	5.0078	2.7522e-07
3	51832015	54081390	2415	50	0.00040637	2.4278e-08	0.00015581	2.608	0.0045534
3	54081390	55348860	2373	50	7.1688e-05	2.092e-08	0.00014464	0.49564	0.31007
3	55348860	56433907	1715	50	5.3384e-05	1.3031e-08	0.00011415	0.46765	0.32002
3	56433907	58157519	2681	50	0.00010901	1.8011e-08	0.00013421	0.81224	0.20833
3	58157519	60272906	4064	50	4.6072e-05	2.6267e-08	0.00016207	0.28427	0.3881
3	60272906	62355666	4081	50	7.603e-05	2.6518e-08	0.00016284	0.46688	0.32029
3	62355666	63669286	2675	50	7.1988e-05	2.0013e-08	0.00014147	0.50886	0.30543
3	63669286	65273538	2882	50	5.8001e-05	2.4854e-08	0.00015765	0.36791	0.35647
3	65273538	66270447	1698	50	4.549e-05	1.5618e-08	0.00012497	0.364	0.35793
3	66270447	68286914	3356	50	0.00010759	2.4706e-08	0.00015718	0.68451	0.24683
3	68286914	69276762	1609	50	0.00010066	1.3984e-08	0.00011825	0.85125	0.19732
3	69276762	70449028	2060	50	1.9719e-05	1.457e-08	0.00012071	0.16337	0.43512
3	70449028	72529329	3071	50	0.00035472	2.9098e-08	0.00017058	2.0795	0.018787
3	72529329	74321817	3067	50	5.1406e-05	2.3942e-08	0.00015473	0.33223	0.36986
3	74321817	75704949	1495	50	8.8827e-05	1.1973e-08	0.00010942	0.81181	0.20845
3	75704949	77508835	2779	50	4.3533e-05	1.8642e-08	0.00013653	0.31885	0.37492
3	77508835	79024541	2040	50	7.4216e-05	1.3285e-08	0.00011526	0.6439	0.25982
3	79024541	81427310	3406	50	8.0679e-05	1.9974e-08	0.00014133	0.57086	0.28405
3	81427310	82643886	1662	50	9.7195e-05	1.2601e-08	0.00011225	0.86585	0.19329
3	82643886	84367479	2488	50	4.1066e-05	1.918e-08	0.00013849	0.29652	0.38342
3	84367479	85582231	2082	50	5.0882e-05	1.601e-08	0.00012653	0.40213	0.34379
3	85582231	87409732	2862	50	5.513e-05	1.9568e-08	0.00013988	0.39411	0.34675
3	87409732	88298373	1520	47	7.5215e-05	1.2326e-08	0.00011102	0.67746	0.24906
3	88298373	94255316	3347	50	0.000124	2.6026e-08	0.00016132	0.76866	0.22105
3	94255316	95311971	1896	47	5.2568e-05	1.5522e-08	0.00012459	0.42194	0.33654
3	95311971	98215950	4059	50	5.7216e-05	2.4781e-08	0.00015742	0.36346	0.35813
3	98215950	99373762	2142	50	0.00015229	1.4423e-08	0.0001201	1.2681	0.10238
3	99373762	100592217	1356	50	8.8208e-05	1.1182e-08	0.00010575	0.83415	0.2021
3	100592217	103084960	4073	50	0.00043436	2.4577e-08	0.00015677	2.7707	0.0027968
3	103084960	104581613	3305	50	8.9505e-06	1.4717e-08	0.00012132	0.073778	0.47059
3	104581613	106982811	4268	50	0.00021754	2.4293e-08	0.00015586	1.3957	0.081403
3	106982811	109522395	3986	50	0.00012303	2.1692e-08	0.00014728	0.83532	0.20177
3	109522395	110513770	1724	50	4.7866e-05	1.1854e-08	0.00010888	0.43963	0.3301
3	110513770	112815699	3602	50	0.00088337	2.7544e-08	0.00016597	5.3226	5.1135e-08
3	112815699	113947863	1527	50	0.00019706	1.1687e-08	0.00010811	1.8228	0.034164
3	113947863	115447080	1512	50	8.1304e-05	1.3765e-08	0.00011732	0.69298	0.24416
3	115447080	116800153	2411	50	9.6898e-05	1.5905e-08	0.00012611	0.76833	0.22115
3	116800153	118530251	2876	50	2.7875e-05	1.7863e-08	0.00013365	0.20856	0.4174
3	118530251	120523055	3269	50	0.00012916	1.8884e-08	0.00013742	0.93989	0.17364
3	120523055	121974097	2286	50	0.00019903	1.2446e-08	0.00011156	1.784	0.03721
3	121974097	123517768	2189	50	0.00026207	1.5509e-08	0.00012453	2.1044	0.017672
3	123517768	124936642	2455	50	8.3379e-05	1.7294e-08	0.00013151	0.63403	0.26303
3	124936642	126214943	2840	50	4.8181e-05	1.65e-08	0.00012845	0.37509	0.3538
3	126214943	128194861	2955	50	0.00030297	2.1149e-08	0.00014543	2.0833	0.018613
3	128194861	130244735	2738	50	0.0036873	5.2909e-08	0.00023002	16.031	3.9073e-58
3	130244735	131836516	2632	50	3.0206e-05	1.5704e-08	0.00012531	0.24105	0.40476
3	131836516	133252173	2723	50	5.0014e-05	1.349e-08	0.00011615	0.4306	0.33338
3	133252173	135456906	3411	50	0.00013532	2.289e-08	0.00015129	0.89442	0.18555
3	135456906	137371083	2334	50	8.6903e-05	1.665e-08	0.00012903	0.67349	0.25032
3	137371083	139954597	3407	50	3.0964e-05	2.1567e-08	0.00014686	0.21084	0.4165
3	139954597	141339097	1849	50	7.9072e-05	1.3649e-08	0.00011683	0.67682	0.24926
3	141339097	143164628	2990	50	0.00020206	2.1201e-08	0.0001456	1.3877	0.082613
3	143164628	144410816	1836	50	8.0827e-06	1.0378e-08	0.00010187	0.079341	0.46838
3	144410816	145664619	2566	50	2.4988e-07	1.0688e-08	0.00010338	0.002417	0.49904
3	145664619	146726629	2015	50	5.5063e-05	1.0976e-08	0.00010476	0.52559	0.29959
3	146726629	149043237	3690	50	8.8086e-05	2.223e-08	0.0001491	0.59079	0.27733
3	149043237	150252004	2010	50	4.9584e-05	1.3849e-08	0.00011768	0.42134	0.33675
3	150252004	151348730	1551	50	0.00012793	1.2117e-08	0.00011008	1.1622	0.12258
3	151348730	153256571	3212	50	0.00011509	1.8056e-08	0.00013437	0.85649	0.19586
3	153256571	154714218	2566	50	6.3515e-05	1.4104e-08	0.00011876	0.53482	0.29639
3	154714218	156008700	1649	50	2.0136e-05	1.3229e-08	0.00011502	0.17507	0.43051
3	156008700	157312028	1917	50	1.9767e-05	1.164e-08	0.00010789	0.18321	0.42732
3	157312028	159477890	3472	50	6.124e-05	1.7081e-08	0.00013069	0.46857	0.31969
3	159477890	161524504	2607	50	0.00024155	2.0675e-08	0.00014379	1.6799	0.046489
3	161524504	163253205	4208	50	6.7795e-05	1.7044e-08	0.00013055	0.51929	0.30178
3	163253205	165055469	3371	50	7.288e-05	1.6136e-08	0.00012703	0.57374	0.28307
3	165055469	167117429	3519	50	7.2874e-05	1.8758e-08	0.00013696	0.53208	0.29734
3	167117429	168580960	1953	50	6.6694e-05	1.175e-08	0.0001084	0.61528	0.26918
3	168580960	170964909	3244	50	0.000269	2.2786e-08	0.00015095	1.782	0.037371
3	170964909	172295731	2354	50	0.00027145	1.9171e-08	0.00013846	1.9605	0.024966
3	172295731	173477285	1629	50	0.00011789	1.3928e-08	0.00011802	0.99891	0.15892
3	173477285	175116539	3071	50	9.0213e-05	2.2174e-08	0.00014891	0.60583	0.27231
3	175116539	176320287	2132	50	3.8193e-05	1.1384e-08	0.00010669	0.35796	0.36018
3	176320287	178107165	2879	50	0.00014382	1.9212e-08	0.00013861	1.0376	0.14972
3	178107165	179374586	2123	50	0.00012504	1.3503e-08	0.0001162	1.076	0.14096
3	179374586	181511166	2383	50	5.7407e-05	1.8801e-08	0.00013712	0.41868	0.33773
3	181511166	183769683	3217	50	0.00021439	2.3568e-08	0.00015352	1.3965	0.081283
3	183769683	185068255	2156	50	6.38e-05	1.7201e-08	0.00013115	0.48645	0.31332
3	185068255	186890344	2817	50	0.00014628	2.3588e-08	0.00015358	0.95244	0.17044
3	186890344	188856214	3063	50	0.00054288	2.6893e-08	0.00016399	3.3104	0.00046579
3	188856214	190226607	3146	50	6.5265e-05	2.0612e-08	0.00014357	0.45459	0.3247
3	190226607	192343814	4258	50	9.5422e-05	2.4049e-08	0.00015508	0.61531	0.26917
3	192343814	194059671	3090	50	7.611e-05	2.2208e-08	0.00014902	0.51073	0.30477
3	194059671	194786674	2079	50	0.00014397	1.6591e-08	0.00012881	1.1177	0.13185
3	194786674	195971408	1929	50	0.00010503	1.6333e-08	0.0001278	0.82185	0.20558
3	195971408	197075987	1916	50	0.00043764	1.7471e-08	0.00013218	3.311	0.00046487
3	197075987	197946622	1226	50	6.7265e-05	1.0642e-08	0.00010316	0.65204	0.25719
4	10240	694715	791	36	3.8779e-05	7.0407e-09	8.3909e-05	0.46216	0.32198
4	694715	1478711	1464	50	0.00012423	1.2454e-08	0.0001116	1.1132	0.13281
4	1478711	2842979	2110	50	0.00018756	1.9298e-08	0.00013892	1.3502	0.088483
4	2842979	3846040	1617	50	4.053e-05	1.4931e-08	0.00012219	0.33169	0.37006
4	3846040	4684116	1946	50	1.3856e-05	1.5844e-08	0.00012587	0.11008	0.45617
4	4684116	5502388	1749	50	9.1021e-06	1.4687e-08	0.00012119	0.075107	0.47006
4	5502388	6773043	2943	50	0.00012832	2.7007e-08	0.00016434	0.78081	0.21746
4	6773043	7539692	2080	50	0.00021694	2.0796e-08	0.00014421	1.5044	0.066244
4	7539692	8152235	1657	50	1.3817e-05	1.4954e-08	0.00012229	0.11299	0.45502
4	8152235	9326479	1251	50	5.9432e-05	1.1821e-08	0.00010873	0.54662	0.29232
4	9326479	10699152	3092	50	1.6935e-05	2.1146e-08	0.00014542	0.11646	0.45365
4	10699152	12323034	3454	50	7.0421e-05	2.2254e-08	0.00014918	0.47207	0.31844
4	12323034	14272001	3713	50	0.00010963	2.3493e-08	0.00015327	0.71527	0.23722
4	14272001	15147446	1658	50	7.9532e-05	1.2865e-08	0.00011343	0.70118	0.24159
4	15147446	15927009	1263	50	3.642e-05	8.5972e-09	9.2721e-05	0.39279	0.34724
4	15927009	17383322	2755	50	3.8498e-05	1.947e-08	0.00013953	0.2759	0.39131
4	17383322	18841874	2323	50	6.9202e-05	1.5021e-08	0.00012256	0.56464	0.28616
4	18841874	20544557	3254	50	7.0711e-05	1.5795e-08	0.00012568	0.56265	0.28684
4	20544557	22319347	3370	50	1.3648e-05	1.8444e-08	0.00013581	0.1005	0.45998
4	22319347	24135529	2999	50	6.7392e-05	1.8784e-08	0.00013705	0.49172	0.31146
4	24135529	25609322	2467	50	0.00011713	1.8817e-08	0.00013718	0.85387	0.19659
4	25609322	27343722	2420	50	0.00021617	1.9743e-08	0.00014051	1.5385	0.061965
4	27343722	27965868	1227	50	0.0001145	9.0976e-09	9.5381e-05	1.2005	0.11497
4	27965868	29762208	3798	50	4.2421e-05	1.8157e-08	0.00013475	0.31481	0.37645
4	29762208	30454535	1030	47	-2.8014e-06	8.1662e-09	9.0367e-05	0	0.5
4	30454535	31782981	2558	50	3.7326e-05	1.6251e-08	0.00012748	0.2928	0.38484
4	31782981	33172766	2938	50	5.2868e-05	1.4797e-08	0.00012164	0.43461	0.33192
4	33172766	35151415	2738	50	2.9412e-05	1.9117e-08	0.00013826	0.21272	0.41577
4	35151415	36020436	2207	50	1.2637e-05	1.0261e-08	0.0001013	0.12475	0.45036
4	36020436	37255047	2781	50	0.00013479	1.3848e-08	0.00011768	1.1454	0.12601
4	37255047	38907022	3551	50	0.0018602	4.0855e-08	0.00020213	9.2032	1.7377e-20
4	38907022	40202609	2325	50	0.00048472	1.8263e-08	0.00013514	3.5867	0.00016742
4	40202609	42213058	3631	50	5.6036e-05	2.6138e-08	0.00016167	0.3466	0.36445
4	42213058	43965045	3324	50	9.8879e-06	1.8442e-08	0.0001358	0.072811	0.47098
4	43965045	45189157	2539	50	3.2987e-05	1.2388e-08	0.0001113	0.29638	0.38347
4	45189157	47411896	2668	50	6.4297e-05	1.6798e-08	0.00012961	0.4961	0.30991
4	47411896	48123600	1235	50	6.5668e-05	8.0212e-09	8.9561e-05	0.73322	0.23171
4	48123600	53877433	2332	50	0.00012173	1.859e-08	0.00013635	0.89282	0.18598
4	53877433	55429556	2415	50	8.5269e-05	1.5713e-08	0.00012535	0.68023	0.24818
4	55429556	56547644	2102	50	0.00014503	1.4133e-08	0.00011888	1.22	0.11124
4	56547644	58935008	4700	50	0.00021188	2.776e-08	0.00016661	1.2717	0.10174
4	58935008	60741087	3796	50	6.6827e-05	1.7368e-08	0.00013179	0.50707	0.30605
4	60741087	62371763	3088	50	4.9592e-05	1.7383e-08	0.00013185	0.37614	0.35341
4	62371763	64341001	3346	50	6.2308e-05	1.6812e-08	0.00012966	0.48055	0.31542
4	64341001	66600492	4078	50	0.00010155	2.0143e-08	0.00014193	0.71552	0.23714
4	66600492	68059497	2739	50	4.1413e-05	1.255e-08	0.00011203	0.36968	0.35581
4	68059497	68854765	1503	50	7.6925e-05	8.5974e-09	9.2722e-05	0.82963	0.20337
4	68854765	71049152	3311	50	6.1177e-05	1.6351e-08	0.00012787	0.47843	0.31617
4	71049152	72140558	1779	50	1.8605e-05	1.3268e-08	0.00011519	0.16152	0.43584
4	72140558	74592390	3180	50	9.6606e-05	1.9439e-08	0.00013942	0.6929	0.24419
4	74592390	77130707	4120	50	6.3905e-05	2.1152e-08	0.00014544	0.4394	0.33019
4	77130707	79093979	3518	50	3.2744e-05	2.0402e-08	0.00014283	0.22924	0.40934
4	79093979	80990297	2986	50	0.00013776	1.6878e-08	0.00012991	1.0604	0.14449
4	80990297	82125315	1243	50	5.8251e-05	1.1164e-08	0.00010566	0.55132	0.29071
4	82125315	83372593	1992	50	0.00011061	1.3915e-08	0.00011796	0.93767	0.17421
4	83372593	84799656	2476	50	0.0010628	2.3388e-08	0.00015293	6.9494	1.8342e-12
4	84799656	86930609	3232	50	6.712e-05	1.8318e-08	0.00013534	0.49592	0.30998
4	86930609	87534648	770	31	6.5744e-05	5.0552e-09	7.11e-05	0.92466	0.17757
4	87534648	89238028	2890	50	0.00011182	1.75e-08	0.00013229	0.84529	0.19898
4	89238028	90231564	1518	50	0.00010318	1.0768e-08	0.00010377	0.99427	0.16005
4	90231564	91560677	1828	50	4.9297e-05	1.104e-08	0.00010507	0.46918	0.31947
4	91560677	94233299	3573	50	8.8508e-05	2.4979e-08	0.00015805	0.56	0.28774
4	94233299	96182188	2987	50	4.293e-05	1.9208e-08	0.00013859	0.30975	0.37837
4	96182188	97540703	2643	50	4.7958e-05	1.652e-08	0.00012853	0.37313	0.35452
4	97540703	99424067	2955	50	-1.4364e-05	1.7391e-08	0.00013188	0	0.5
4	99424067	100678360	2243	50	0.00018266	1.486e-08	0.0001219	1.4984	0.067012
4	100678360	103221356	4402	50	0.00012535	2.4039e-08	0.00015505	0.80847	0.20941
4	103221356	105305294	2670	50	0.00015477	1.7859e-08	0.00013364	1.1581	0.12341
4	105305294	107501305	2931	50	0.00023951	2.0236e-08	0.00014225	1.6837	0.046122
4	107501305	108815348	1813	50	7.9466e-05	1.1007e-08	0.00010492	0.75743	0.2244
4	108815348	111256567	3810	50	0.00012861	2.322e-08	0.00015238	0.84403	0.19933
4	111256567	113870102	3566	50	3.015e-05	2.0844e-08	0.00014437	0.20883	0.41729
4	113870102	115666246	2965	50	5.5485e-05	1.7943e-08	0.00013395	0.41422	0.33936
4	115666246	117276929	2699	50	2.1272e-05	1.5622e-08	0.00012499	0.17019	0.43243
4	117276929	118479918	2379	50	5.7101e-05	1.3118e-08	0.00011454	0.49854	0.30905
4	118479918	119933512	2534	50	9.1781e-05	1.4063e-08	0.00011859	0.77395	0.21948
4	119933512	120392684	905	33	4.6798e-05	5.7193e-09	7.5626e-05	0.6188	0.26802
4	120392684	122657987	4467	50	0.00010518	2.1139e-08	0.00014539	0.72343	0.23471
4	122657987	124286481	2156	50	0.00087207	2.2787e-08	0.00015095	5.7771	3.7997e-09
4	124286481	125210862	1541	50	9.1559e-05	1.1054e-08	0.00010514	0.87084	0.19192
4	125210862	126480886	2312	50	7.4068e-05	1.3625e-08	0.00011672	0.63455	0.26286
4	126480886	127275477	1615	50	4.5125e-05	9.1617e-09	9.5717e-05	0.47145	0.31866
4	127275477	127830293	1104	50	3.3774e-05	7.6677e-09	8.7565e-05	0.3857	0.34986
4	127830293	128996665	957	37	1.6033e-05	9.1922e-09	9.5876e-05	0.16723	0.4336
4	128996665	130591885	2257	50	3.955e-05	1.4046e-08	0.00011851	0.33372	0.3693
4	130591885	131283821	1056	41	3.2643e-05	6.5545e-09	8.096e-05	0.4032	0.3434
4	131283821	132954033	2764	50	7.178e-05	1.6319e-08	0.00012774	0.5619	0.28709
4	132954033	134628434	3043	50	2.9529e-05	1.5108e-08	0.00012292	0.24024	0.40507
4	134628434	136566407	3262	50	4.2635e-05	1.5121e-08	0.00012297	0.34672	0.3644
4	136566407	138541971	4131	50	5.791e-05	1.9539e-08	0.00013978	0.41428	0.33933
4	138541971	139556511	1941	50	0.00011568	1.2132e-08	0.00011015	1.0503	0.1468
4	139556511	141084631	2347	50	5.7628e-05	1.7951e-08	0.00013398	0.43011	0.33356
4	141084631	143443265	3583	50	9.4002e-05	2.1741e-08	0.00014745	0.63752	0.26189
4	143443265	146178187	3229	50	4.2442e-05	1.8459e-08	0.00013586	0.31239	0.37737
4	146178187	148521873	3102	50	6.8268e-05	2.0899e-08	0.00014457	0.47223	0.31838
4	148521873	150683580	2710	50	5.0559e-05	1.6029e-08	0.0001266	0.39934	0.34482
4	150683580	152782184	2168	50	2.378e-05	1.7492e-08	0.00013226	0.1798	0.42865
4	152782184	154477641	2346	50	0.00029322	2.0758e-08	0.00014408	2.0352	0.020917
4	154477641	155056126	1172	50	6.4673e-05	8.6333e-09	9.2915e-05	0.69604	0.2432
4	155056126	157485097	4467	50	9.5818e-05	2.5823e-08	0.00016069	0.59627	0.2755
4	157485097	158743718	1981	50	4.6761e-05	1.4069e-08	0.00011861	0.39424	0.3467
4	158743718	161058864	3278	50	6.36e-05	2.0434e-08	0.00014295	0.44491	0.32819
4	161058864	161826435	1758	50	1.2045e-05	1.0139e-08	0.00010069	0.11962	0.45239
4	161826435	163243679	3684	50	1.1773e-05	1.6093e-08	0.00012686	0.092804	0.46303
4	163243679	164478234	1985	50	3.3682e-05	1.1863e-08	0.00010892	0.30925	0.37857
4	164478234	165823448	2701	50	2.4134e-05	1.6227e-08	0.00012739	0.18945	0.42487
4	165823448	167018858	2267	50	3.3332e-05	1.4224e-08	0.00011926	0.27948	0.38994
4	167018858	167852917	1353	50	6.5906e-05	8.2865e-09	9.103e-05	0.724	0.23453
4	167852917	169676825	3161	50	3.8513e-05	1.8628e-08	0.00013648	0.28218	0.3889
4	169676825	170776510	1524	50	2.4393e-05	1.1088e-08	0.0001053	0.23165	0.4084
4	170776510	172558635	3012	50	7.7464e-05	2.1276e-08	0.00014586	0.53108	0.29768
4	172558635	174264132	2113	50	5.6224e-05	1.3718e-08	0.00011712	0.48004	0.3156
4	174264132	176570716	3751	50	7.2611e-05	2.3111e-08	0.00015202	0.47763	0.31646
4	176570716	178991910	4743	50	8.0498e-05	2.6603e-08	0.0001631	0.49354	0.31082
4	178991910	180122043	2146	50	2.7043e-05	1.2759e-08	0.00011296	0.23941	0.40539
4	180122043	182066807	4746	50	5.1481e-05	2.6316e-08	0.00016222	0.31735	0.37549
4	182066807	183371275	3141	50	5.3097e-05	2.5203e-08	0.00015875	0.33446	0.36902
4	183371275	184929455	3355	50	1.8458e-05	2.5685e-08	0.00016027	0.11517	0.45415
4	184929455	186909090	4503	50	6.7618e-05	2.6485e-08	0.00016274	0.41549	0.33889
4	186909090	188472981	3149	50	0.00010458	2.3839e-08	0.0001544	0.67734	0.24909
4	188472981	189693511	3327	50	7.7793e-06	2.2791e-08	0.00015097	0.05153	0.47945
4	189693511	191043594	2735	50	4.8678e-05	1.643e-08	0.00012818	0.37977	0.35206
5	11940	982252	1681	50	0.00014059	1.4871e-08	0.00012195	1.1529	0.12448
5	982252	2132442	2786	50	0.00015973	2.5357e-08	0.00015924	1.0031	0.1579
5	2132442	3361941	3663	50	6.4794e-05	2.6218e-08	0.00016192	0.40016	0.34452
5	3361941	4632110	2645	50	4.8505e-05	1.6686e-08	0.00012917	0.37551	0.35364
5	4632110	5973233	2925	50	4.5518e-05	1.9296e-08	0.00013891	0.32768	0.37158
5	5973233	7143218	2573	50	0.00010455	1.7175e-08	0.00013106	0.79773	0.21251
5	7143218	8446336	2760	50	4.7103e-05	1.6308e-08	0.0001277	0.36885	0.35612
5	8446336	9718832	2723	50	6.6785e-05	1.6027e-08	0.0001266	0.52755	0.29891
5	9718832	11173271	3002	50	0.00034198	2.4874e-08	0.00015772	2.1683	0.015066
5	11173271	13464832	3309	50	6.0511e-05	2.2881e-08	0.00015126	0.40004	0.34456
5	13464832	14757804	2294	50	0.00016925	1.695e-08	0.00013019	1.3	0.096799
5	14757804	16963613	3007	50	5.6755e-05	2.2129e-08	0.00014876	0.38153	0.35141
5	16963613	18051592	1591	50	0.00011395	1.1767e-08	0.00010847	1.0505	0.14674
5	18051592	19917716	3712	50	6.1245e-05	1.8544e-08	0.00013618	0.44974	0.32645
5	19917716	22152073	2806	50	2.0897e-05	1.6444e-08	0.00012824	0.16296	0.43528
5	22152073	23494324	2171	50	3.7016e-05	1.2925e-08	0.00011369	0.3256	0.37236
5	23494324	26184851	5268	50	4.3301e-05	2.5704e-08	0.00016033	0.27008	0.39355
5	26184851	26857604	1236	50	1.6748e-05	7.8283e-09	8.8478e-05	0.18929	0.42493
5	26857604	27984513	1879	50	5.8045e-05	9.8601e-09	9.9298e-05	0.58455	0.27943
5	27984513	29714820	3509	50	-1.4551e-05	1.492e-08	0.00012215	0	0.5
5	29714820	31390249	3283	50	6.783e-05	1.7313e-08	0.00013158	0.51551	0.3031
5	31390249	33500180	3725	50	7.2845e-05	2.5865e-08	0.00016082	0.45294	0.32529
5	33500180	35048970	2672	50	1.7639e-05	1.7006e-08	0.00013041	0.13527	0.4462
5	35048970	36433954	2173	50	0.00064389	1.8838e-08	0.00013725	4.6913	1.3571e-06
5	36433954	38802410	3447	50	3.4954e-05	2.4053e-08	0.00015509	0.22538	0.41084
5	38802410	40287729	2518	50	9.353e-05	1.4623e-08	0.00012093	0.77344	0.21963
5	40287729	41888710	3021	50	0.00011194	1.5454e-08	0.00012431	0.90044	0.18394
5	41888710	43983499	2488	50	0.00011343	1.9754e-08	0.00014055	0.80706	0.20982
5	43983499	50163398	4036	50	0.00011023	2.4556e-08	0.0001567	0.70345	0.24089
5	50163398	52134622	3147	50	4.5485e-05	1.8368e-08	0.00013553	0.33561	0.36858
5	52134622	53703044	3198	50	4.7544e-05	1.7483e-08	0.00013222	0.35958	0.35958
5	53703044	55417349	3132	50	0.00014112	1.9511e-08	0.00013968	1.0103	0.15617
5	55417349	56621102	2108	50	6.0326e-05	1.5186e-08	0.00012323	0.48954	0.31223
5	56621102	57340073	1204	50	0.00012102	8.1046e-09	9.0026e-05	1.3443	0.08942
5	57340073	58524622	2636	50	0.00013241	1.5042e-08	0.00012264	1.0796	0.14016
5	58524622	60935907	3065	50	9.8435e-05	2.1966e-08	0.00014821	0.66415	0.2533
5	60935907	61672995	1012	50	7.9005e-05	7.8377e-09	8.8531e-05	0.89241	0.18609
5	61672995	63218987	2609	50	9.7258e-05	1.422e-08	0.00011925	0.8156	0.20736
5	63218987	63968304	897	42	3.3075e-05	6.0971e-09	7.8084e-05	0.42359	0.33593
5	63968304	65911286	2899	50	0.00010105	1.59e-08	0.00012609	0.80139	0.21145
5	65911286	67850860	3196	50	0.00021743	2.2619e-08	0.0001504	1.4457	0.074128
5	67850860	71240456	2153	50	4.0928e-05	1.6155e-08	0.0001271	0.322	0.37373
5	71240456	73759326	4099	50	0.00021142	2.6562e-08	0.00016298	1.2972	0.097278
5	73759326	75798866	3155	50	5.0469e-05	2.1832e-08	0.00014776	0.34157	0.36634
5	75798866	77623332	3127	50	0.00018922	2.3023e-08	0.00015173	1.2471	0.10619
5	77623332	79393144	2768	50	8.0778e-05	1.9824e-08	0.0001408	0.57373	0.28308
5	79393144	80481471	2292	50	4.9185e-05	1.577e-08	0.00012558	0.39168	0.34765
5	80481471	82025648	2055	50	9.1065e-05	1.5563e-08	0.00012475	0.72998	0.2327
5	82025648	83972689	2402	50	6.0755e-05	1.741e-08	0.00013195	0.46045	0.3226
5	83972689	85767290	4202	50	4.0427e-06	1.8702e-08	0.00013675	0.029562	0.48821
5	85767290	87389991	1500	50	0.00011696	1.504e-08	0.00012264	0.95374	0.17011
5	87389991	88891530	1271	50	6.6192e-05	1.1554e-08	0.00010749	0.6158	0.26901
5	88891530	90422654	1642	50	2.3174e-05	1.165e-08	0.00010794	0.2147	0.415
5	90422654	91840542	1615	50	2.9623e-05	1.1529e-08	0.00010737	0.27589	0.39132
5	91840542	93809984	1552	50	4.8733e-05	1.3692e-08	0.00011701	0.41648	0.33853
5	93809984	95963519	2798	50	1.1177e-05	2.0443e-08	0.00014298	0.078171	0.46885
5	95963519	97315601	2662	50	8.9844e-05	1.5487e-08	0.00012445	0.72194	0.23517
5	97315601	99260992	3329	50	0.000297	2.263e-08	0.00015043	1.9743	0.024172
5	99260992	101578769	3230	50	9.6824e-05	2.1854e-08	0.00014783	0.65496	0.25625
5	101578769	103320005	2474	50	5.6481e-05	1.9083e-08	0.00013814	0.40886	0.34132
5	103320005	104851483	2691	50	4.2276e-05	1.5567e-08	0.00012477	0.33883	0.36737
5	104851483	105893055	1349	50	1.7999e-05	9.3051e-09	9.6463e-05	0.18659	0.42599
5	105893055	107264196	2474	50	7.2304e-05	1.8301e-08	0.00013528	0.53447	0.29651
5	107264196	108633934	2522	50	8.4326e-05	1.6487e-08	0.0001284	0.65674	0.25567
5	108633934	110821144	3242	50	0.001359	3.698e-08	0.0001923	7.0671	7.9095e-13
5	110821144	111981562	1974	50	0.00012787	1.6391e-08	0.00012803	0.99875	0.15896
5	111981562	113396285	2736	50	7.3616e-05	1.8582e-08	0.00013632	0.54004	0.29459
5	113396285	114830370	2802	50	7.3292e-05	1.8784e-08	0.00013705	0.53477	0.29641
5	114830370	115831047	2176	50	5.073e-05	1.5409e-08	0.00012413	0.40867	0.34139
5	115831047	117346213	2896	50	2.7146e-05	2.0871e-08	0.00014447	0.1879	0.42548
5	117346213	118608820	2015	50	0.00011331	1.6333e-08	0.0001278	0.88658	0.18765
5	118608820	119669042	1896	50	5.5611e-05	1.3318e-08	0.0001154	0.48188	0.31494
5	119669042	120452166	1405	50	6.3707e-05	1.1001e-08	0.00010489	0.60738	0.2718
5	120452166	122556905	3607	50	5.047e-05	2.2539e-08	0.00015013	0.33618	0.36837
5	122556905	123798100	2087	50	4.3408e-05	1.5117e-08	0.00012295	0.35305	0.36203
5	123798100	125785649	4086	50	4.3281e-05	2.6186e-08	0.00016182	0.26746	0.39456
5	125785649	127344604	2073	50	3.5517e-05	1.3988e-08	0.00011827	0.3003	0.38197
5	127344604	129519025	3832	50	0.0003395	2.471e-08	0.0001572	2.1597	0.015397
5	129519025	132139649	2494	50	0.0057	7.5173e-08	0.00027418	20.789	2.6951e-96
5	132139649	134777401	3702	50	0.00068348	3.2035e-08	0.00017898	3.8187	6.7088e-05
5	134777401	136376050	2601	50	0.00010782	1.5106e-08	0.00012291	0.87724	0.19018
5	136376050	139265072	2836	50	0.00012561	2.2193e-08	0.00014897	0.84319	0.19956
